name,id,left_id,right_id,Comments (WR)
Commons+Supplier of+CHANGSHU JIAYI SWEATER CO+2019+values,6303144,6303143,43591,
Commons+Supplier of+CHANGSHU JIAYI SWEATER CO+2019+overridden value,6303145,6303143,3652510,
Commons+Supplier of+COMFIT COMPOSITE KNIT LTD.+2019+values,6303147,6303146,43591,
Commons+Supplier of+COMFIT COMPOSITE KNIT LTD.+2019+overridden value,6303148,6303146,3652510,
Commons+Supplier of+CONSUMER KNITEX LTD+2019+values,6303150,6303149,43591,
Commons+Supplier of+CONSUMER KNITEX LTD+2019+overridden value,6303151,6303149,3652510,
Commons+Supplier of+CRS DENIM GARMENTS+2019+values,6303153,6303152,43591,
Commons+Supplier of+CRS DENIM GARMENTS+2019+overridden value,6303154,6303152,3652510,
Commons+Supplier of+DATSIMA SL+2019+values,6303156,6303155,43591,
Commons+Supplier of+DATSIMA SL+2019+overridden value,6303157,6303155,3652510,
Commons+Supplier of+Deeash Creations+2019+values,6303159,6303158,43591,
Commons+Supplier of+Deeash Creations+2019+overridden value,6303160,6303158,3652510,
Commons+Supplier of+DERZEN TEKSTIL SAN VE TIC+2019+values,6303162,6303161,43591,
Commons+Supplier of+DERZEN TEKSTIL SAN VE TIC+2019+overridden value,6303163,6303161,3652510,
Commons+Supplier of+DONGGUAN AORAN ZHIMAO YOU+2019+values,6303165,6303164,43591,
Commons+Supplier of+DONGGUAN AORAN ZHIMAO YOU+2019+overridden value,6303166,6303164,3652510,
Commons+Supplier of+DONGYANG SHENGMAO (SHE)+2019+values,6303168,6303167,43591,
Commons+Supplier of+DONGYANG SHENGMAO (SHE)+2019+overridden value,6303169,6303167,3652510,
Commons+Supplier of+EASTERN HERITAGE+2019+values,6303171,6303170,43591,
Commons+Supplier of+EASTERN HERITAGE+2019+overridden value,6303172,6303170,3652510,
